ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12489	"ENSG00000178971.9"	"CTC1"	chr17	-	8133611	8133786	8133611	8133666	8133764	8133786	12489	53,26	3,1	55,36	1,1	196	99	0.43611678093	1.0	0.899,0.929	0.965,0.948	-0.042
1248	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76442979	76443501	76442979	76443030	76443383	76443501	1248	215,121	2,1	28,25	0,0	197	99	0.589583668719	1.0	0.982,0.984	1.0,1.0	-0.017
12492	"ENSG00000177169.5"	"ULK1"	chr12	+	132394300	132394546	132394300	132394378	132394463	132394546	12492	11,6	17,14	0,0	1,1	183	99	1	1.0	0.259,0.188	0.0,0.0	0.224
12493	"ENSG00000063177.8"	"RPL18"	chr19	-	49119522	49120081	49119522	49119576	49119982	49120081	12493	312,170	0,1	2,2	0,0	197	99	1	1.0	1.0,0.988	1.0,1.0	-0.006
12494	"ENSG00000063177.8"	"RPL18"	chr19	-	49118649	49118882	49118649	49118704	49118870	49118882	12494	498,176	1,2	1,0	0,0	197	99	1	1.0	0.996,0.978	1.0,NA	-0.013
12495	"ENSG00000063177.8"	"RPL18"	chr19	-	49118622	49119203	49118622	49118781	49119133	49119203	12495	526,269	61,17	2,1	0,0	197	99	1	1.0	0.813,0.888	1.0,1.0	-0.149
12496	"ENSG00000063177.8"	"RPL18"	chr19	-	49118587	49119203	49118587	49118736	49119133	49119203	12496	999,393	4,13	7,8	0,0	197	99	1	1.0	0.992,0.938	1.0,1.0	-0.035
12497	"ENSG00000063177.8"	"RPL18"	chr19	-	49118622	49119203	49118622	49118811	49119133	49119203	12497	527,270	4,0	1,1	0,0	197	99	1	1.0	0.985,1.0	1.0,1.0	-0.008
12499	"ENSG00000063177.8"	"RPL18"	chr19	-	49119335	49120680	49119335	49119459	49120572	49120680	12499	2,79	0,4	11,9	1,0	197	99	0.510818978102	1.0	1.0,0.908	0.847,1.0	0.03
1249	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76441374	76442244	76441374	76441517	76442200	76442244	1249	2126,1241	0,1	108,108	0,0	197	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
12501	"ENSG00000063177.8"	"RPL18"	chr19	-	49118587	49119203	49118587	49118823	49119133	49119203	12501	532,264	8,3	1,1	0,0	197	99	1	1.0	0.971,0.978	1.0,1.0	-0.026
12502	"ENSG00000063177.8"	"RPL18"	chr19	-	49119522	49120081	49119522	49119742	49119982	49120081	12502	411,209	0,1	2,2	0,0	197	99	1	1.0	1.0,0.991	1.0,1.0	-0.004
12504	"ENSG00000063177.8"	"RPL18"	chr19	-	49119522	49120081	49119522	49119692	49119982	49120081	12504	437,213	3,1	5,6	0,0	197	99	1	1.0	0.987,0.991	1.0,1.0	-0.011
12506	"ENSG00000196998.11"	"WDR45"	chrX	-	48934303	48935570	48934303	48934412	48935495	48935570	12506	50,70	5,5	38,27	5,3	197	99	0.397609487951	1.0	0.834,0.876	0.793,0.819	0.049
12508	"ENSG00000196998.11"	"WDR45"	chrX	-	48935370	48935597	48935370	48935406	48935495	48935597	12508	54,24	63,27	6,7	10,10	187	99	0.644096020427	1.0	0.312,0.32	0.241,0.27	0.06
12509	"ENSG00000196998.11"	"WDR45"	chrX	-	48933203	48933533	48933203	48933412	48933498	48933533	12509	62,18	1,0	1,1	0,0	184	99	1	1.0	0.971,1.0	1.0,1.0	-0.014
1250	"ENSG00000187109.9"	"NAP1L1"	chr12	-	76442925	76443565	76442925	76443080	76443535	76443565	1250	688,351	3,0	132,152	0,0	197	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
12511	"ENSG00000196998.11"	"WDR45"	chrX	-	48935543	48935771	48935543	48935593	48935699	48935771	12511	70,21	10,3	1,1	0,0	197	99	1	1.0	0.779,0.779	1.0,1.0	-0.221
12512	"ENSG00000196998.11"	"WDR45"	chrX	-	48933203	48933533	48933203	48933412	48933502	48933533	12512	0,11	4,0	1,1	0,0	188	99	1	1.0	0.0,1.0	1.0,1.0	-0.5
12513	"ENSG00000196998.11"	"WDR45"	chrX	-	48935543	48935771	48935543	48935597	48935699	48935771	12513	71,19	9,4	1,0	0,0	197	99	1	1.0	0.799,0.705	1.0,NA	-0.248
12514	"ENSG00000196998.11"	"WDR45"	chrX	-	48934303	48934549	48934303	48934409	48934509	48934549	12514	0,109	0,1	57,43	0,1	197	99	1	1.0	NA,0.982	1.0,0.956	0.004
12515	"ENSG00000166887.11"	"VPS39"	chr15	-	42483458	42483758	42483458	42483570	42483693	42483758	12515	34,12	2,1	12,8	1,0	197	99	0.672038767538	1.0	0.895,0.858	0.858,1.0	-0.052
12517	"ENSG00000166887.11"	"VPS39"	chr15	-	42456555	42456924	42456555	42456684	42456912	42456924	12517	5,13	0,0	4,3	1,1	197	99	1	1.0	1.0,1.0	0.668,0.601	0.365
12518	"ENSG00000115257.11"	"PCSK4"	chr19	-	1483648	1483940	1483648	1483766	1483836	1483940	12518	1,0	2,0	1,0	1,1	168	99	1	1.0	0.228,NA	0.371,0.0	0.043
1251	"ENSG00000141504.7"	"SAT2"	chr17	-	7530460	7530732	7530460	7530544	7530680	7530732	1251	37,42	40,39	10,4	11,6	197	99	0.873017859389	1.0	0.317,0.351	0.314,0.251	0.051
12520	"ENSG00000115257.11"	"PCSK4"	chr19	-	1486851	1487312	1486851	1487064	1487139	1487312	12520	3,1	1,2	4,2	3,1	173	99	0.934354477277	1.0	0.632,0.222	0.433,0.534	-0.057
12524	"ENSG00000267454.1"	"ZNF582-AS1"	chr19	+	56909645	56910537	56909645	56909752	56910262	56910537	12524	2,5	2,12	1,1	4,3	197	99	0.511009758026	1.0	0.334,0.173	0.112,0.143	0.126
12526	"ENSG00000172932.10"	"ANKRD13D"	chr11	+	67057792	67058011	67057792	67057917	67057983	67058011	12526	7,3	1,0	1,1	0,0	164	99	1	1.0	0.809,1.0	1.0,1.0	-0.095
12527	"ENSG00000172932.10"	"ANKRD13D"	chr11	+	67068752	67069294	67068752	67068869	67069202	67069294	12527	51,22	0,2	1,3	0,0	197	99	1	1.0	1.0,0.847	1.0,1.0	-0.077
12528	"ENSG00000172932.10"	"ANKRD13D"	chr11	+	67058946	67059217	67058946	67058992	67059073	67059217	12528	1,5	10,16	1,1	11,8	179	99	0.792857414589	1.0	0.052,0.147	0.048,0.065	0.043
1252	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531123	7530680	7530732	7530887	7531123	1252	43,64	5,13	18,8	2,1	197	99	0.709844332591	1.0	0.812,0.712	0.819,0.801	-0.048
12531	"ENSG00000172932.10"	"ANKRD13D"	chr11	+	67067277	67067505	67067277	67067359	67067463	67067505	12531	11,4	51,39	0,1	17,19	197	99	0.299264975239	1.0	0.098,0.049	0.0,0.026	0.061
12532	"ENSG00000137843.7"	"PAK6"	chr15	+	40568127	40569688	40568127	40568306	40569316	40569688	12532	25,9	1,0	1,1	0,0	197	99	1	1.0	0.926,1.0	1.0,1.0	-0.037
12533	"ENSG00000204435.9"	"CSNK2B"	chr6	+	31636873	31637241	31636873	31636949	31637145	31637241	12533	3052,1615	1,0	527,631	0,0	197	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
12535	"ENSG00000204435.9"	"CSNK2B"	chr6	+	31636873	31637241	31636873	31636949	31637058	31637241	12535	1909,756	2,2	60,73	0,0	197	99	1	1.0	0.998,0.995	1.0,1.0	-0.004
12536	"ENSG00000204435.9"	"CSNK2B"	chr6	+	31636873	31637241	31636873	31636949	31637048	31637241	12536	148,435	4,0	87,91	0,0	197	99	0.541393745842	1.0	0.949,1.0	1.0,1.0	-0.026
12537	"ENSG00000204435.9"	"CSNK2B"	chr6	+	31636873	31637241	31636873	31636949	31637104	31637241	12537	1411,1724	2,0	1477,1474	2,2	197	99	1	1.0	0.997,1.0	0.997,0.997	0.001
12538	"ENSG00000204435.9"	"CSNK2B"	chr6	+	31636873	31637241	31636873	31636949	31637130	31637241	12538	3390,1830	1,0	170,136	0,0	197	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
12539	"ENSG00000204435.9"	"CSNK2B"	chr6	+	31634597	31635079	31634597	31634680	31634839	31635079	12539	180,80	1,0	1,1	0,0	197	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
1253	"ENSG00000141504.7"	"SAT2"	chr17	-	7530680	7531120	7530680	7530732	7530870	7531120	1253	17,28	14,21	5,3	7,3	197	99	0.48694034282	1.0	0.379,0.401	0.264,0.334	0.091
12548	"ENSG00000166508.13"	"MCM7"	chr7	-	99697086	99697376	99697086	99697122	99697211	99697376	12548	60,25	5,4	3,2	0,0	187	99	1	1.0	0.864,0.768	1.0,1.0	-0.184
12549	"ENSG00000166508.13"	"MCM7"	chr7	-	99696645	99697026	99696645	99696799	99696901	99697026	12549	545,679	1,0	705,759	0,0	197	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
12552	"ENSG00000166508.13"	"MCM7"	chr7	-	99693009	99693287	99693009	99693093	99693246	99693287	12552	73,35	1,0	5,6	0,0	197	99	1	1.0	0.973,1.0	1.0,1.0	-0.014
12554	"ENSG00000164039.10"	"BDH2"	chr4	-	104006505	104007697	104006505	104006619	104007636	104007697	12554	1,8	9,12	3,2	11,6	197	99	0.879387677647	1.0	0.053,0.251	0.121,0.143	0.02
12555	"ENSG00000164039.10"	"BDH2"	chr4	-	104006855	104007697	104006855	104006897	104007636	104007697	12555	12,5	0,1	1,1	0,0	197	99	1	1.0	1.0,0.715	1.0,1.0	-0.143
12556	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31594433	31594639	31594433	31594460	31594548	31594639	12556	45,21	4,0	0,1	0,0	186	99	1	1.0	0.857,1.0	NA,1.0	-0.072
12558	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31602248	31602533	31602248	31602334	31602508	31602533	12558	0,30	13,3	4,5	0,0	197	99	1	1.0	0.0,0.834	1.0,1.0	-0.583
12559	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31602248	31602533	31602248	31602334	31602453	31602533	12559	161,76	22,10	3,4	0,0	197	99	1	1.0	0.786,0.793	1.0,1.0	-0.21
12560	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31602248	31602533	31602248	31602334	31602413	31602533	12560	148,65	2,0	2,2	0,0	177	99	1	1.0	0.976,1.0	1.0,1.0	-0.012
12561	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31604509	31604913	31604509	31604722	31604792	31604913	12561	264,95	7,1	11,13	0,0	168	99	1	1.0	0.957,0.982	1.0,1.0	-0.03
12563	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31603358	31603826	31603358	31603584	31603743	31603826	12563	120,72	4,0	1,4	0,0	197	99	1	1.0	0.938,1.0	1.0,1.0	-0.031
12564	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31603170	31603486	31603170	31603242	31603318	31603486	12564	238,128	13,12	2,4	0,0	174	99	1	1.0	0.912,0.859	1.0,1.0	-0.115
12566	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31603170	31603486	31603170	31603242	31603343	31603486	12566	326,177	35,15	7,9	0,0	197	99	1	1.0	0.824,0.856	1.0,1.0	-0.16
12567	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31603170	31603486	31603170	31603242	31603326	31603486	12567	290,160	2,0	1,1	0,0	182	99	1	1.0	0.987,1.0	1.0,1.0	-0.006
12570	"ENSG00000138073.9"	"PREB"	chr2	-	27355984	27356589	27355984	27356205	27356399	27356589	12570	29,45	126,137	33,24	139,105	197	99	0.425285652	1.0	0.104,0.142	0.107,0.103	0.018
12572	"ENSG00000120694.15"	"HSPH1"	chr13	-	31711057	31711661	31711057	31711212	31711504	31711661	12572	67,193	0,1	79,85	0,0	197	99	0.949218764555	1.0	1.0,0.99	1.0,1.0	-0.005
12574	"ENSG00000158796.12"	"DEDD"	chr1	-	161093927	161094316	161093927	161094000	161094129	161094316	12574	66,97	0,0	76,54	1,0	197	99	0.484418765891	1.0	1.0,1.0	0.974,1.0	0.013
12575	"ENSG00000158796.12"	"DEDD"	chr1	-	161093927	161094316	161093927	161094000	161094203	161094316	12575	63,78	1,2	65,49	1,0	197	99	0.85640154468	1.0	0.969,0.951	0.97,1.0	-0.025
12576	"ENSG00000161847.9"	"RAVER1"	chr19	-	10431330	10431627	10431330	10431439	10431533	10431627	12576	116,251	2,1	168,115	1,1	192	99	0.83151232989	1.0	0.968,0.992	0.989,0.983	-0.006
1257	"ENSG00000013306.11"	"SLC25A39"	chr17	-	42400688	42400937	42400688	42400711	42400845	42400937	1257	54,22	542,272	0,0	23,19	197	99	0.774360190553	1.0	0.048,0.039	0.0,0.0	0.043
12582	"ENSG00000085719.7"	"CPNE3"	chr8	+	87563273	87563462	87563273	87563328	87563410	87563462	12582	2,1	30,27	0,0	21,16	180	99	0.841046208089	1.0	0.035,0.02	0.0,0.0	0.028
12583	"ENSG00000066322.8"	"ELOVL1"	chr1	-	43830228	43830465	43830228	43830318	43830408	43830465	12583	2,17	20,61	4,3	26,28	188	99	0.343741708722	1.0	0.05,0.128	0.075,0.053	0.025
12584	"ENSG00000066322.8"	"ELOVL1"	chr1	-	43830598	43831047	43830598	43830768	43830856	43831047	12584	4,22	1,3	5,4	0,0	186	99	1	1.0	0.68,0.796	1.0,1.0	-0.262
12592	"ENSG00000105173.9"	"CCNE1"	chr19	+	30312638	30313037	30312638	30312789	30312902	30313037	12592	13,8	0,1	1,1	0,0	197	99	1	1.0	1.0,0.801	1.0,1.0	-0.099
12593	"ENSG00000163468.10"	"CCT3"	chr1	-	156304503	156304699	156304503	156304566	156304658	156304699	12593	12,9	452,530	2,2	609,531	190	99	0.453306294498	1.0	0.014,0.009	0.002,0.002	0.009
12594	"ENSG00000272980.1"	"RP11-517H2.6"	chr6	+	167416680	167417889	167416680	167416735	167417751	167417889	12594	16,0	5,1	3,6	0,1	197	99	0.451237771765	1.0	0.617,0.0	1.0,0.751	-0.567
12596	"ENSG00000167468.12"	"GPX4"	chr19	+	1105656	1106265	1105656	1105808	1106179	1106265	12596	49,51	0,5	15,9	2,0	197	99	0.317128655708	1.0	1.0,0.837	0.79,1.0	0.023
12597	"ENSG00000167468.12"	"GPX4"	chr19	+	1106352	1106563	1106352	1106458	1106538	1106563	12597	20,10	577,349	0,0	48,49	178	99	0.447086626909	1.0	0.019,0.016	0.0,0.0	0.018
12599	"ENSG00000167468.12"	"GPX4"	chr19	+	1105656	1106265	1105656	1105808	1106035	1106265	12599	43,20	1,0	0,1	0,0	197	99	1	1.0	0.956,1.0	NA,1.0	-0.022
125	"ENSG00000110321.11"	"EIF4G2"	chr11	-	10822137	10822340	10822137	10822165	10822277	10822340	125	559,299	3,0	34,53	0,0	197	99	0.409015111339	1.0	0.989,1.0	1.0,1.0	-0.006
12605	"ENSG00000104529.13"	"EEF1D"	chr8	-	144662789	144663022	144662789	144662897	144663017	144663022	12605	99,39	1,0	0,1	0,0	197	99	1	1.0	0.98,1.0	NA,1.0	-0.01
12608	"ENSG00000104529.13"	"EEF1D"	chr8	-	144663223	144663498	144663223	144663316	144663398	144663498	12608	388,441	0,1	283,213	0,0	180	99	1	1.0	1.0,0.996	1.0,1.0	-0.002
12609	"ENSG00000104529.13"	"EEF1D"	chr8	-	144668201	144668460	144668201	144668294	144668388	144668460	12609	57,28	1,0	1,0	0,0	192	99	1	1.0	0.967,1.0	1.0,NA	-0.016
1260	"ENSG00000013306.11"	"SLC25A39"	chr17	-	42399840	42400220	42399840	42399991	42400175	42400220	1260	212,121	1,0	2,2	0,0	197	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
12610	"ENSG00000186594.8"	"MIR22HG"	chr17	-	1614804	1617308	1614804	1615693	1616996	1617308	12610	11,67	0,1	17,15	0,0	197	99	1	1.0	1.0,0.971	1.0,1.0	-0.014
12612	"ENSG00000182224.7"	"CYB5D1"	chr17	+	7761720	7762142	7761720	7761797	7761923	7762142	12612	3,10	2,6	3,2	4,4	197	99	0.273432067661	1.0	0.43,0.456	0.274,0.201	0.205
12617	"ENSG00000070371.11"	"CLTCL1"	chr22	-	19183776	19184167	19183776	19183926	19183999	19184167	12617	3,3	10,1	4,3	6,5	171	99	0.753463900656	1.0	0.148,0.635	0.278,0.258	0.123
12618	"ENSG00000050748.13"	"MAPK9"	chr5	-	179663525	179665403	179663525	179663556	179665331	179665403	12618	2,3	1,0	1,1	0,0	197	99	1	1.0	0.501,1.0	1.0,1.0	-0.25
12620	"ENSG00000141510.11"	"TP53"	chr17	-	7579699	7579940	7579699	7579721	7579838	7579940	12620	0,3	11,13	1,0	9,5	197	99	0.455895318912	1.0	0.0,0.104	0.053,0.0	0.025
12623	"ENSG00000072121.11"	"ZFYVE26"	chr14	-	68228082	68229129	68228082	68228301	68228919	68229129	12623	1,6	5,15	2,2	9,6	197	99	0.853459036015	1.0	0.091,0.167	0.1,0.143	0.008
12625	"ENSG00000133835.10"	"HSD17B4"	chr5	+	118827794	118829641	118827794	118827819	118829512	118829641	12625	15,5	15,14	7,4	16,11	197	99	0.406669969694	1.0	0.334,0.152	0.18,0.155	0.076
12632	"ENSG00000152332.11"	"UHMK1"	chr1	+	162469744	162470894	162469744	162470037	162470702	162470894	12632	5,4	205,150	2,1	138,103	197	99	0.437090792474	1.0	0.012,0.013	0.007,0.005	0.007
12633	"ENSG00000132254.8"	"ARFIP2"	chr11	-	6500535	6501298	6500535	6500562	6501201	6501298	12633	127,51	1,0	2,2	0,0	197	99	1	1.0	0.985,1.0	1.0,1.0	-0.008
12634	"ENSG00000132254.8"	"ARFIP2"	chr11	-	6500535	6501298	6500535	6500587	6501201	6501298	12634	1,40	1,0	7,8	0,0	197	99	1	1.0	0.334,1.0	1.0,1.0	-0.333
12635	"ENSG00000132254.8"	"ARFIP2"	chr11	-	6500535	6501298	6500535	6500755	6501201	6501298	12635	203,109	3,4	5,5	0,0	197	99	1	1.0	0.971,0.932	1.0,1.0	-0.048
12636	"ENSG00000132254.8"	"ARFIP2"	chr11	-	6500535	6501298	6500535	6500684	6501201	6501298	12636	35,80	2,3	26,20	0,0	197	99	1	1.0	0.898,0.931	1.0,1.0	-0.085
12638	"ENSG00000136527.13"	"TRA2B"	chr3	-	185642872	185643414	185642872	185642922	185643251	185643414	12638	77,36	0,2	0,1	0,0	197	99	1	1.0	1.0,0.9	NA,1.0	-0.05
12640	"ENSG00000103510.15"	"KAT8"	chr16	+	31141776	31142714	31141776	31142221	31142481	31142714	12640	50,17	1,0	5,7	0,0	197	99	1	1.0	0.962,1.0	1.0,1.0	-0.019
12643	"ENSG00000103510.15"	"KAT8"	chr16	+	31141776	31142221	31141776	31141927	31142017	31142221	12643	21,23	3,1	6,7	0,0	188	99	1	1.0	0.787,0.924	1.0,1.0	-0.144
12645	"ENSG00000108296.7"	"CWC25"	chr17	-	36966528	36966848	36966528	36966653	36966720	36966848	12645	8,38	0,3	10,7	1,0	165	99	0.671934803055	1.0	1.0,0.884	0.857,1.0	0.013
1264	"ENSG00000118193.7"	"KIF14"	chr1	-	200584482	200584737	200584482	200584593	200584712	200584737	1264	132,94	2,2	48,52	0,0	197	99	0.400352960525	1.0	0.971,0.959	1.0,1.0	-0.035
12656	"ENSG00000003509.11"	"NDUFAF7"	chr2	+	37468720	37469836	37468720	37468780	37469777	37469836	12656	36,28	1,4	28,25	1,1	197	99	0.862205964074	1.0	0.948,0.779	0.934,0.926	-0.067
12657	"ENSG00000132950.14"	"ZMYM5"	chr13	-	20425494	20426330	20425494	20425588	20425828	20426330	12657	26,23	13,41	11,6	15,9	197	99	0.555987447484	1.0	0.501,0.22	0.269,0.251	0.1
12660	"ENSG00000145014.13"	"TMEM44"	chr3	-	194337827	194338374	194337827	194337998	194338295	194338374	12660	0,7	0,1	3,5	0,0	197	99	1	1.0	NA,0.779	1.0,1.0	-0.221
12661	"ENSG00000138592.9"	"USP8"	chr15	+	50785381	50786477	50785381	50785515	50786266	50786477	12661	25,22	1,2	10,7	0,0	197	99	1	1.0	0.926,0.847	1.0,1.0	-0.113
12662	"ENSG00000138592.9"	"USP8"	chr15	+	50785381	50786477	50785381	50785527	50786266	50786477	12662	28,11	2,0	1,1	0,0	197	99	1	1.0	0.876,1.0	1.0,1.0	-0.062
12667	"ENSG00000110057.3"	"UNC93B1"	chr11	-	67770491	67771268	67770491	67770645	67771126	67771268	12667	1,0	3,0	0,0	4,5	197	99	1	1.0	0.143,NA	0.0,0.0	0.143
12668	"ENSG00000151923.13"	"TIAL1"	chr10	-	121336122	121336715	121336122	121336262	121336629	121336715	12668	160,271	1,0	87,100	0,0	197	99	0.851281447438	1.0	0.988,1.0	1.0,1.0	-0.006
12671	"ENSG00000164008.9"	"C1orf50"	chr1	+	43232976	43233295	43232976	43233029	43233179	43233295	12671	0,20	2,0	8,7	1,0	197	99	0.796487836107	1.0	0.0,1.0	0.801,1.0	-0.401
12674	"ENSG00000164405.6"	"UQCRQ"	chr5	+	132202337	132202727	132202337	132202392	132202560	132202727	12674	258,88	0,1	4,4	0,0	197	99	1	1.0	1.0,0.978	1.0,1.0	-0.011
12675	"ENSG00000164405.6"	"UQCRQ"	chr5	+	132202560	132203379	132202560	132202727	132203188	132203379	12675	662,961	6,13	840,735	7,5	197	99	0.305943640681	1.0	0.982,0.974	0.984,0.987	-0.008
12676	"ENSG00000103549.17"	"RNF40"	chr16	+	30779770	30780018	30779770	30779851	30779991	30780018	12676	118,53	1,0	3,3	0,0	197	99	1	1.0	0.983,1.0	1.0,1.0	-0.008
12677	"ENSG00000103549.17"	"RNF40"	chr16	+	30779423	30779852	30779423	30779643	30779770	30779852	12677	339,142	2,4	63,67	1,1	197	99	0.454203307227	1.0	0.988,0.947	0.969,0.971	-0.002
12678	"ENSG00000103549.17"	"RNF40"	chr16	+	30780506	30780921	30780506	30780543	30780795	30780921	12678	284,186	0,2	110,110	0,0	197	99	0.911344565843	1.0	1.0,0.979	1.0,1.0	-0.01
1267	"ENSG00000139112.6"	"GABARAPL1"	chr12	+	10366434	10366786	10366434	10366573	10366672	10366786	1267	29,20	0,4	7,5	1,1	197	99	0.421370746071	1.0	1.0,0.715	0.779,0.715	0.11
12681	"ENSG00000103549.17"	"RNF40"	chr16	+	30780506	30780921	30780506	30780719	30780825	30780921	12681	343,175	3,0	9,9	0,0	197	99	1	1.0	0.983,1.0	1.0,1.0	-0.008
12682	"ENSG00000103549.17"	"RNF40"	chr16	+	30779423	30779851	30779423	30779643	30779727	30779851	12682	281,106	0,1	9,6	0,0	182	99	1	1.0	1.0,0.983	1.0,1.0	-0.008
12686	"ENSG00000036672.11"	"USP2"	chr11	-	119229733	119230052	119229733	119229844	119229940	119230052	12686	0,2	9,6	1,0	16,14	194	99	0.344464543647	1.0	0.0,0.145	0.031,0.0	0.057
12687	"ENSG00000036672.11"	"USP2"	chr11	-	119228744	119228987	119228744	119228771	119228858	119228987	12687	3,0	31,19	0,0	2,2	185	99	1	1.0	0.049,0.0	0.0,0.0	0.025
12689	"ENSG00000125991.14"	"ERGIC3"	chr20	+	34144987	34145226	34144987	34145020	34145195	34145226	12689	5,6	437,425	2,2	286,223	197	99	1	1.0	0.006,0.007	0.004,0.004	0.003
12692	"ENSG00000198830.6"	"HMGN2"	chr1	+	26800193	26800626	26800193	26800308	26800528	26800626	12692	654,334	6,0	23,25	0,0	197	99	0.305241800667	1.0	0.982,1.0	1.0,1.0	-0.009
12693	"ENSG00000198830.6"	"HMGN2"	chr1	+	26800193	26800626	26800193	26800223	26800528	26800626	12693	462,204	5,0	28,32	0,0	197	99	0.974535236718	1.0	0.979,1.0	1.0,1.0	-0.01
12697	"ENSG00000198830.6"	"HMGN2"	chr1	+	26799973	26800626	26799973	26800018	26800575	26800626	12697	539,252	1,5	271,204	1,1	197	99	0.698566042694	1.0	0.996,0.962	0.993,0.99	-0.013
12699	"ENSG00000198830.6"	"HMGN2"	chr1	+	26799973	26800223	26799973	26800076	26800193	26800223	12699	430,372	10,20	217,150	9,4	197	99	0.866745379892	1.0	0.956,0.903	0.924,0.95	-0.008
126	"ENSG00000110321.11"	"EIF4G2"	chr11	-	10821098	10821895	10821098	10821321	10821636	10821895	126	28,258	0,9	72,60	1,1	197	99	0.753022645278	1.0	1.0,0.935	0.973,0.968	-0.003
12702	"ENSG00000002016.12"	"RAD52"	chr12	-	1025509	1025986	1025509	1025649	1025804	1025986	12702	0,6	1,1	2,1	2,2	197	99	0.552301252497	1.0	0.0,0.751	0.334,0.201	0.108
12703	"ENSG00000002016.12"	"RAD52"	chr12	-	1038929	1039310	1038929	1039052	1039216	1039310	12703	11,13	6,8	6,4	4,3	197	99	0.779829596094	1.0	0.48,0.45	0.43,0.401	0.049
12705	"ENSG00000002016.12"	"RAD52"	chr12	-	1035961	1036429	1035961	1036112	1036310	1036429	12705	6,4	0,3	2,1	0,0	197	99	1	1.0	1.0,0.401	1.0,1.0	-0.299
12707	"ENSG00000100911.9"	"PSME2"	chr14	-	24615416	24615605	24615416	24615449	24615551	24615605	12707	7,10	0,1	1,2	0,0	197	99	1	1.0	1.0,0.834	1.0,1.0	-0.083
12710	"ENSG00000100911.9"	"PSME2"	chr14	-	24613608	24614364	24613608	24613746	24614266	24614364	12710	156,112	1,0	2,2	0,0	197	99	1	1.0	0.987,1.0	1.0,1.0	-0.006
12711	"ENSG00000100911.9"	"PSME2"	chr14	-	24613608	24614364	24613608	24613677	24614222	24614364	12711	16,74	5,4	19,15	0,0	197	99	1	1.0	0.617,0.903	1.0,1.0	-0.24
12712	"ENSG00000100911.9"	"PSME2"	chr14	-	24614918	24615449	24614918	24615105	24615416	24615449	12712	118,126	15,28	80,48	13,9	197	99	0.919845294353	1.0	0.798,0.693	0.756,0.728	0.004
12713	"ENSG00000100911.9"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24615416	24615449	12713	55,91	0,3	30,24	0,0	197	99	1	1.0	1.0,0.938	1.0,1.0	-0.031
12715	"ENSG00000100911.9"	"PSME2"	chr14	-	24614918	24615449	24614918	24614961	24615416	24615449	12715	353,384	10,1	346,255	4,3	197	99	0.71346388024	1.0	0.947,0.995	0.978,0.977	-0.007
12717	"ENSG00000100911.9"	"PSME2"	chr14	-	24613608	24614482	24613608	24613677	24614451	24614482	12717	9,35	6,1	8,6	0,0	197	99	1	1.0	0.43,0.946	1.0,1.0	-0.312
1271	"ENSG00000241370.1"	"RPP21"	chr6	+	30312935	30313175	30312935	30312998	30313074	30313175	1271	709,265	0,2	97,114	0,0	174	99	0.814473716365	1.0	1.0,0.987	1.0,1.0	-0.006
12721	"ENSG00000149480.2"	"MTA2"	chr11	-	62363741	62363981	62363741	62363845	62363929	62363981	12721	201,90	2,3	1,1	0,0	182	99	1	1.0	0.982,0.942	1.0,1.0	-0.038
12722	"ENSG00000149480.2"	"MTA2"	chr11	-	62363750	62364133	62363750	62363809	62364066	62364133	12722	216,109	15,2	2,1	0,0	197	99	1	1.0	0.879,0.965	1.0,1.0	-0.078
12723	"ENSG00000149480.2"	"MTA2"	chr11	-	62364787	62365184	62364787	62365009	62365081	62365184	12723	220,112	1,2	1,1	0,0	170	99	1	1.0	0.992,0.97	1.0,1.0	-0.019
12724	"ENSG00000149480.2"	"MTA2"	chr11	-	62364787	62365184	62364787	62364942	62365081	62365184	12724	360,178	24,22	6,5	0,0	197	99	1	1.0	0.883,0.803	1.0,1.0	-0.157
