Gene	Ensembl_Gene_ID	Chromosome	Gene_start	Gene_end
Y_RNA	ENSG00000274284	17	38231043	38231144
MRPL45	ENSG00000278845	17	38297023	38323217
GPR179	ENSG00000277399	17	38324571	38343956
SOCS7	ENSG00000274211	17	38351844	38405593
ARHGAP23	ENSG00000275832	17	38419280	38512385
SRCIN1	ENSG00000277363	17	38530031	38605952
EPOP	ENSG00000273604	17	38671703	38674957
MIR4734	ENSG00000275238	17	38702262	38702331
MLLT6	ENSG00000275023	17	38705273	38729795
MIR4726	ENSG00000273627	17	38719691	38719748
CISD3	ENSG00000277972	17	38730341	38735605
RNA5SP440	ENSG00000276036	17	38731802	38731920
PCGF2	ENSG00000277258	17	38733898	38749817
PSMB3	ENSG00000277791	17	38752741	38764225
RNU6-866P	ENSG00000274607	17	38755279	38755400
PIP4K2B	ENSG00000276293	17	38765691	38800126
CWC25	ENSG00000273559	17	38800441	38825355
MIR4727	ENSG00000274054	17	38825838	38825892
C17orf98	ENSG00000275489	17	38835086	38841438
RPL23	ENSG00000125691	17	38847860	38853764
SNORA21B	ENSG00000252699	17	38851524	38851659
SNORA21	ENSG00000199293	17	38852863	38852994
LASP1	ENSG00000002834	17	38869859	38921770
MIR6779	ENSG00000277057	17	38914979	38915042
LINC00672	ENSG00000263874	17	38925168	38929384
FBXO47	ENSG00000204952	17	38936432	38967403
LINC02079	ENSG00000266013	17	39026715	39027110
LRRC37A11P	ENSG00000214553	17	39027277	39045347
LRRC37A11P	ENSG00000290925	17	39029906	39053215
RDM1P5	ENSG00000263818	17	39057019	39113190
PLXDC1	ENSG00000161381	17	39063313	39154394
ARL5C	ENSG00000141748	17	39156894	39167484
CACNB1	ENSG00000067191	17	39173453	39197702
RPL19	ENSG00000108298	17	39200283	39204840
STAC2	ENSG00000141750	17	39210541	39225945
FBXL20	ENSG00000108306	17	39252663	39402523
MED1	ENSG00000125686	17	39404285	39451272
CDK12	ENSG00000167258	17	39461486	39564907
RNU6-233P	ENSG00000222777	17	39546104	39546244
NEUROD2	ENSG00000171532	17	39603536	39609777
PPP1R1B	ENSG00000131771	17	39626740	39636626
STARD3	ENSG00000131748	17	39637090	39664201
TCAP	ENSG00000173991	17	39665349	39666554
PNMT	ENSG00000141744	17	39667981	39670475
PGAP3	ENSG00000161395	17	39671122	39696797
ERBB2	ENSG00000141736	17	39687914	39730426
MIR4728	ENSG00000265178	17	39726495	39726561
MIEN1	ENSG00000141741	17	39728496	39730532
GRB7	ENSG00000141738	17	39737927	39747291
IKZF3	ENSG00000161405	17	39757718	39864312
KRT8P34	ENSG00000264663	17	39835037	39836080
ZPBP2	ENSG00000186075	17	39868202	39877896
GSDMB	ENSG00000073605	17	39904595	39919854
ORMDL3	ENSG00000172057	17	39921041	39927601
LRRC3C	ENSG00000204913	17	39927732	39944999
GSDMA	ENSG00000167914	17	39953263	39977768
PSMD3	ENSG00000108344	17	39980807	39997959
CSF3	ENSG00000108342	17	40015361	40017813
MED24	ENSG00000008838	17	40019097	40061215
MIR6884	ENSG00000283721	17	40026332	40026409
SNORD124	ENSG00000238793	17	40027542	40027645
THRA	ENSG00000126351	17	40058290	40093867
NR1D1	ENSG00000126368	17	40092793	40100589
MSL1	ENSG00000188895	17	40121971	40136917
CASC3	ENSG00000108349	17	40140318	40172171
MIR6866	ENSG00000284144	17	40161933	40162001
RAPGEFL1	ENSG00000108352	17	40177010	40195656
MIR6867	ENSG00000274621	17	40193597	40193663
WIPF2	ENSG00000171475	17	40219304	40284136
CDC6	ENSG00000094804	17	40287879	40304657
RARA	ENSG00000131759	17	40309180	40357643
RARA-AS1	ENSG00000265666	17	40340867	40343136
GJD3	ENSG00000183153	17	40360652	40364737
GJD3-AS1	ENSG00000266208	17	40360655	40364693
PPIAP54	ENSG00000264655	17	40367952	40368438
RNA5SP441	ENSG00000252618	17	40374089	40374176
TOP2A	ENSG00000131747	17	40388525	40417896
Y_RNA	ENSG00000222881	17	40391232	40391338
RPL23AP75	ENSG00000240125	17	40439467	40439917
IGFBP4	ENSG00000141753	17	40443450	40457725
TNS4	ENSG00000131746	17	40475828	40501623
CCR7	ENSG00000126353	17	40553769	40565472
SMARCE1	ENSG00000073584	17	40624962	40648654
KRT222	ENSG00000213424	17	40654665	40665181
KRT224P	ENSG00000224244	17	40687038	40689360
KRT24	ENSG00000167916	17	40697991	40703752
KRT223P	ENSG00000229028	17	40719034	40721932
KRT25	ENSG00000204897	17	40748021	40755331
KRT26	ENSG00000186393	17	40766238	40772201
KRT27	ENSG00000171446	17	40776808	40782550
KRT28	ENSG00000173908	17	40792196	40799959
KRT10	ENSG00000186395	17	40818117	40822614
KRT10-AS1	ENSG00000167920	17	40819101	40836270
KRT12	ENSG00000187242	17	40861303	40867223
KRT20	ENSG00000171431	17	40875889	40885242
KRT23	ENSG00000108244	17	40922700	40937646
KRT39	ENSG00000196859	17	40958417	40966948
KRT40	ENSG00000204889	17	40977715	40987135
KRTAP3-3	ENSG00000212899	17	40993430	40994164
KRTAP3-2	ENSG00000212900	17	40999193	40999906
KRTAP3-4P	ENSG00000226776	17	41004481	41004760
KRTAP3-1	ENSG00000212901	17	41008521	41019324
KRTAP1-5	ENSG00000221852	17	41026026	41027208
KRTAP1-4	ENSG00000204887	17	41029351	41030195
KRTAP1-3	ENSG00000221880	17	41033884	41034874
KRTAP1-1	ENSG00000188581	17	41040541	41041450
KRTAP2-1	ENSG00000212725	17	41046541	41047316
KRTAP2-2	ENSG00000214518	17	41054498	41055230
KRTAP2-3	ENSG00000212724	17	41059240	41060114
KRTAP2-4	ENSG00000213417	17	41065116	41065879
KRTAP2-5P	ENSG00000237230	17	41071946	41072341
KRTAP4-7	ENSG00000240871	17	41084150	41085144
KRTAP4-8	ENSG00000204880	17	41096981	41098142
KRTAP4-16	ENSG00000241241	17	41101502	41102209
KRTAP4-9	ENSG00000212722	17	41105389	41106488
KRTAP4-11	ENSG00000212721	17	41117181	41118373
KRTAP4-12	ENSG00000213416	17	41123091	41124182
KRTAP4-6	ENSG00000198090	17	41139433	41140544
KRTAP4-5	ENSG00000198271	17	41148924	41149825
KRTAP4-4	ENSG00000171396	17	41159649	41160748
KRTAP4-3	ENSG00000196156	17	41167231	41168221
KRTAP4-2	ENSG00000244537	17	41177446	41178221
KRTAP4-1	ENSG00000198443	17	41184100	41184911
KRTAP4-17P	ENSG00000251439	17	41186944	41187136
KRTAP9-1	ENSG00000240542	17	41189887	41190639
KRTAP9-12P	ENSG00000248807	17	41212706	41213237
KRTAP9-2	ENSG00000239886	17	41226648	41227652
KRTAP9-3	ENSG00000204873	17	41232449	41233454
KRTAP9-8	ENSG00000187272	17	41237999	41239004
KRTAP9-4	ENSG00000241595	17	41249687	41250653
KRTAP9-9	ENSG00000198083	17	41255384	41256364
KRTAP9-6	ENSG00000212659	17	41265378	41265860
KRTAP9-11P	ENSG00000229351	17	41271311	41271835
KRTAP9-7	ENSG00000180386	17	41275698	41276207
KRTAP9-10P	ENSG00000237183	17	41280604	41280810
KRTAP29-1	ENSG00000212658	17	41301826	41302851
KRTAP16-1	ENSG00000212657	17	41307700	41309309
KRTAP17-1	ENSG00000186860	17	41314912	41315710
TBC1D3P7	ENSG00000233014	17	41323427	41329545
KRT33A	ENSG00000006059	17	41346092	41350828
KRT33B	ENSG00000131738	17	41363498	41369813
KRT34	ENSG00000131737	17	41377669	41382306
KRT31	ENSG00000094796	17	41393721	41397608
KRT41P	ENSG00000225438	17	41406512	41411775
KRT37	ENSG00000108417	17	41420547	41424585
KRT38	ENSG00000171360	17	41436154	41440983
KRT43P	ENSG00000236473	17	41448183	41454055
KRT32	ENSG00000108759	17	41459513	41467386
RNU2-32P	ENSG00000223125	17	41467956	41468146
KRT35	ENSG00000197079	17	41476710	41481151
KRT36	ENSG00000126337	17	41486136	41492546
KRT13	ENSG00000171401	17	41500981	41505705
KRT15	ENSG00000171346	17	41513745	41522529
MIR6510	ENSG00000283796	17	41517164	41517217
KRT19	ENSG00000171345	17	41523617	41528308
LINC00974	ENSG00000226629	17	41549606	41554495
KRT9	ENSG00000171403	17	41565836	41572059
KRT14	ENSG00000186847	17	41582279	41586895
KRT16	ENSG00000186832	17	41609778	41615899
KRT17	ENSG00000128422	17	41619442	41624842
KRT42P	ENSG00000290861	17	41626327	41640199
KRT42P	ENSG00000214514	17	41626536	41634106
EIF1	ENSG00000173812	17	41688885	41692668
GAST	ENSG00000184502	17	41712331	41715969
HAP1	ENSG00000173805	17	41717742	41734644
RNA5SP442	ENSG00000201920	17	41718154	41718260
RN7SL399P	ENSG00000239542	17	41730127	41730405
JUP	ENSG00000173801	17	41754604	41786931
P3H4	ENSG00000141696	17	41801947	41812604
FKBP10	ENSG00000141756	17	41812680	41823213
NT5C3B	ENSG00000141698	17	41825057	41836260
KLHL10	ENSG00000161594	17	41835685	41848384
KLHL11	ENSG00000178502	17	41848518	41865423
ACLY	ENSG00000131473	17	41866917	41930542
ODAD4	ENSG00000204815	17	41930617	41966503
CNP	ENSG00000173786	17	41966763	41977740
DNAJC7	ENSG00000168259	17	41976421	42021376
NKIRAS2	ENSG00000168256	17	42011382	42025644
ZNF385C	ENSG00000187595	17	42025576	42098479
C17orf113	ENSG00000267221	17	42038232	42050601
DHX58	ENSG00000108771	17	42101404	42112714
KAT2A	ENSG00000108773	17	42113111	42121367
HSPB9	ENSG00000260325	17	42122804	42123352
RAB5C	ENSG00000108774	17	42124978	42155044
RAB5C-AS1	ENSG00000267658	17	42154600	42155972
KCNH4	ENSG00000089558	17	42156891	42181142
HCRT	ENSG00000161610	17	42184060	42185452
GHDC	ENSG00000167925	17	42188799	42194532
STAT5B	ENSG00000173757	17	42199176	42288633
STAT5A	ENSG00000126561	17	42287547	42311943
STAT3	ENSG00000168610	17	42313324	42388540
CAVIN1	ENSG00000177469	17	42402449	42423256
RNU7-97P	ENSG00000238704	17	42440198	42440259
ATP6V0A1	ENSG00000033627	17	42458844	42522582
MIR548AT	ENSG00000264314	17	42494773	42494830
MIR5010	ENSG00000283929	17	42514188	42514307
PTP4A2P1	ENSG00000267185	17	42533532	42534009
NAGLU	ENSG00000108784	17	42536241	42544449
HSD17B1P1	ENSG00000108785	17	42546764	42548706
HSD17B1-AS1	ENSG00000266962	17	42552431	42554841
HSD17B1	ENSG00000108786	17	42552922	42555214
COASY	ENSG00000068120	17	42561467	42566277
MLX	ENSG00000108788	17	42567072	42573239
PSMC3IP	ENSG00000131470	17	42572310	42577831
RETREG3	ENSG00000141699	17	42579513	42610623
TUBG1	ENSG00000131462	17	42609641	42615238
ATP5MGP7	ENSG00000267189	17	42647834	42648143
HMGB3P27	ENSG00000267132	17	42648178	42648738
TUBG2	ENSG00000037042	17	42659284	42667006
PLEKHH3	ENSG00000068137	17	42667914	42676994
CCR10	ENSG00000184451	17	42678889	42683917
CNTNAP1	ENSG00000108797	17	42682531	42699993
EZH1	ENSG00000108799	17	42700275	42745049
MIR6780A	ENSG00000275273	17	42708084	42708151
HMGN2P15	ENSG00000214578	17	42753530	42753799
RAMP2-AS1	ENSG00000197291	17	42753914	42761257
RAMP2	ENSG00000131477	17	42758447	42763041
VPS25	ENSG00000131475	17	42773449	42779599
WNK4	ENSG00000126562	17	42780610	42797066
COA3	ENSG00000183978	17	42795147	42798704
CNTD1	ENSG00000176563	17	42798800	42811587
BECN1	ENSG00000126581	17	42810134	42833350
MIR6781	ENSG00000278447	17	42823880	42823943
PSME3	ENSG00000131467	17	42824385	42843760
AOC2	ENSG00000131480	17	42844580	42850707
AOC3	ENSG00000131471	17	42851184	42858130
AOC4P	ENSG00000291070	17	42865922	42874246
AOC4P	ENSG00000260105	17	42867279	42874369
LINC00671	ENSG00000213373	17	42874670	42898704
RNU6-287P	ENSG00000252039	17	42891338	42891435
G6PC1	ENSG00000131482	17	42900797	42914438
AARSD1	ENSG00000266967	17	42950526	42964498
PTGES3L-AARSD1	ENSG00000108825	17	42950526	42980528
PTGES3L	ENSG00000267060	17	42968088	42980433
RUNDC1	ENSG00000198863	17	42980565	42995142
RPL27	ENSG00000131469	17	42998273	43002959
IFI35	ENSG00000068079	17	43006740	43014456
VAT1	ENSG00000108828	17	43014607	43025123
RND2	ENSG00000108830	17	43025231	43032041
BRCA1	ENSG00000012048	17	43044295	43170245
RPL21P4	ENSG00000240828	17	43079302	43079780
NBR2	ENSG00000198496	17	43125551	43153671
BRCA1P1	ENSG00000267595	17	43168170	43168249
NBR1	ENSG00000188554	17	43170481	43211689
TMEM106A	ENSG00000184988	17	43211835	43220041
CCDC200	ENSG00000236383	17	43216941	43305397
RNU2-1	ENSG00000274585	17	43233787	43233977
U2	ENSG00000275616	17	43239921	43240111
U2	ENSG00000273709	17	43241180	43241370
U2	ENSG00000274432	17	43245674	43245864
U2	ENSG00000278048	17	43251829	43252019
U2	ENSG00000276596	17	43266633	43266823
U2	ENSG00000277903	17	43271369	43271559
U2	ENSG00000278774	17	43273101	43273292
U2	ENSG00000274862	17	43277978	43278168
U2	ENSG00000274062	17	43284139	43284329
U2	ENSG00000274452	17	43290291	43290481
U2	ENSG00000275219	17	43296425	43296615
U2	ENSG00000278591	17	43300041	43300231
LINC00910	ENSG00000188825	17	43338741	43389226
RNU2-4P	ENSG00000277084	17	43387226	43387417
RNU6-1137P	ENSG00000252882	17	43395993	43396091
ARL4D	ENSG00000175906	17	43398993	43401137
RNU6-470P	ENSG00000251763	17	43412427	43412530
MIR2117HG	ENSG00000267151	17	43444707	43451200
MIR2117	ENSG00000284344	17	43444806	43444885
RNU6-406P	ENSG00000252279	17	43445507	43445613
RNU6-971P	ENSG00000252729	17	43473585	43473690
DHX8	ENSG00000067596	17	43483865	43610338
ETV4	ENSG00000175832	17	43527844	43579620
Metazoa_SRP	ENSG00000278109	17	43607436	43607723
MEOX1	ENSG00000005102	17	43640389	43661922
LINC02594	ENSG00000267440	17	43679341	43706709
WHSC1L2P	ENSG00000267253	17	43718314	43720436
SOST	ENSG00000167941	17	43753738	43758791
DUSP3	ENSG00000108861	17	43766125	43778977
CFAP97D1	ENSG00000231256	17	43780435	43787620
MPP3	ENSG00000161647	17	43800799	43833170
CD300LG	ENSG00000161649	17	43847148	43863639
MPP2	ENSG00000108852	17	43875357	43909711
FAM215A	ENSG00000267496	17	43917194	43917985
LINC01976	ENSG00000261514	17	43938257	43938963
PPY	ENSG00000108849	17	43940804	43942476
PYY	ENSG00000131096	17	43952733	44004469
NAGS	ENSG00000161653	17	44004622	44009068
TMEM101	ENSG00000091947	17	44011188	44023946
U3	ENSG00000221044	17	44025020	44025223
LSM12	ENSG00000161654	17	44034328	44067619
G6PC3	ENSG00000141349	17	44070620	44082151
HDAC5	ENSG00000108840	17	44076746	44123702
RNU6-131P	ENSG00000212446	17	44135883	44135989
HROB	ENSG00000125319	17	44141906	44162476
ASB16	ENSG00000161664	17	44170447	44179084
ASB16-AS1	ENSG00000267080	17	44175968	44186723
TMUB2	ENSG00000168591	17	44186970	44191929
ATXN7L3	ENSG00000087152	17	44191805	44200113
ATXN7L3-AS1	ENSG00000267394	17	44198537	44216565
UBTF	ENSG00000108312	17	44205033	44221626
MIR6782	ENSG00000275107	17	44207771	44207839
SHC1P2	ENSG00000267691	17	44228760	44230228
SLC4A1	ENSG00000004939	17	44248390	44268141
RN7SL507P	ENSG00000239702	17	44290856	44291151
RUNDC3A-AS1	ENSG00000267750	17	44299574	44315315
U3	ENSG00000221496	17	44303965	44304203
RNU6-453P	ENSG00000252628	17	44307088	44307172
RUNDC3A	ENSG00000108309	17	44308413	44318670
SLC25A39	ENSG00000013306	17	44319625	44324870
GRN	ENSG00000030582	17	44345246	44353106
FAM171A2	ENSG00000161682	17	44353215	44363853
RPL7L1P5	ENSG00000267634	17	44365014	44365751
ITGA2B	ENSG00000005961	17	44372180	44389649
GPATCH8	ENSG00000186566	17	44395281	44503430
RN7SL258P	ENSG00000240589	17	44409059	44409358
FZD2	ENSG00000180340	17	44557484	44561262
SMCO4P1	ENSG00000267384	17	44645411	44645587
LINC01180	ENSG00000266979	17	44646364	44650349
MEIOC	ENSG00000180336	17	44656404	44690308
CCDC43	ENSG00000180329	17	44673069	44689779
DBF4B	ENSG00000161692	17	44708608	44752264
RN7SL819P	ENSG00000264251	17	44718861	44719130
RPL6P26	ENSG00000240305	17	44719760	44720597
ADAM11	ENSG00000073670	17	44758988	44781846
GJC1	ENSG00000182963	17	44798448	44830816
HIGD1B	ENSG00000131097	17	44846353	44850476
EFTUD2	ENSG00000108883	17	44849948	44899445
RN7SL405P	ENSG00000264540	17	44883986	44884274
CCDC103	ENSG00000167131	17	44899142	44905390
FAM187A	ENSG00000214447	17	44899774	44905390
GFAP	ENSG00000131095	17	44903159	44916937
KIF18B	ENSG00000186185	17	44924709	44947773
MIR6783	ENSG00000278223	17	44934618	44934681
KIF18B-DT	ENSG00000267334	17	44947912	44948939
NMT1	ENSG00000136448	17	44957992	45109016
C1QL1	ENSG00000131094	17	44959693	44968303
DCAKD	ENSG00000172992	17	45023338	45061131
Y_RNA	ENSG00000200888	17	45071442	45071543
PLCD3	ENSG00000161714	17	45108959	45133354
MIR6784	ENSG00000277249	17	45114367	45114433
ACBD4	ENSG00000181513	17	45132600	45144181
HEXIM1	ENSG00000186834	17	45148475	45152099
HEXIM2-AS1	ENSG00000224505	17	45150400	45161538
HEXIM2	ENSG00000168517	17	45160700	45170040
FMNL1-DT	ENSG00000267121	17	45190931	45222274
FMNL1	ENSG00000184922	17	45221444	45247319
FMNL1-AS1	ENSG00000233175	17	45238028	45241734
EFCAB15P	ENSG00000233483	17	45245186	45251129
MAP3K14-AS1	ENSG00000267278	17	45247916	45269824
SPATA32	ENSG00000184361	17	45254393	45262094
MAP3K14	ENSG00000006062	17	45263119	45317029
RNA5SP443	ENSG00000199953	17	45327366	45327497
ARHGAP27	ENSG00000159314	17	45393902	45434421
PLEKHM1	ENSG00000225190	17	45435900	45490758
MIR4315-1	ENSG00000284055	17	45475363	45475435
LRRC37A4P	ENSG00000214425	17	45508109	45550335
Metazoa_SRP	ENSG00000278770	17	45526466	45526746
RDM1P1	ENSG00000266504	17	45553710	45559070
DND1P1	ENSG00000264070	17	45585871	45586929
MAPK8IP1P2	ENSG00000263503	17	45600869	45602340
RPS26P8	ENSG00000204652	17	45608571	45608918
LINC02210	ENSG00000204650	17	45620328	45655156
LINC02210-CRHR1	ENSG00000263715	17	45620344	45835826
CRHR1	ENSG00000120088	17	45784277	45835828
MAPT-AS1	ENSG00000264589	17	45799390	45895680
SPPL2C	ENSG00000185294	17	45844881	45847067
MAPT	ENSG00000186868	17	45894527	46028334
MAPT-IT1	ENSG00000279685	17	45895783	45898798
Metazoa_SRP	ENSG00000274883	17	45931806	45932083
STH	ENSG00000256762	17	45999250	45999694
KANSL1	ENSG00000120071	17	46029916	46225389
KANSL1-AS1	ENSG00000214401	17	46193566	46197842
Y_RNA	ENSG00000238723	17	46215070	46215171
MAPK8IP1P1	ENSG00000262500	17	46243606	46245044
ARL17B	ENSG00000228696	17	46274784	46361766
LRRC37A	ENSG00000176681	17	46292733	46338077
RN7SL656P	ENSG00000265411	17	46319679	46319959
NSFP1	ENSG00000260075	17	46372855	46487141
ARL17A	ENSG00000185829	17	46499780	46579695
RDM1P2	ENSG00000266497	17	46503946	46509339
LRRC37A2	ENSG00000238083	17	46511508	46556910
RN7SL199P	ENSG00000265315	17	46537534	46537814
FAM215B	ENSG00000232300	17	46558830	46562795
NSF	ENSG00000073969	17	46590669	46757679
RPS7P11	ENSG00000213326	17	46721582	46722167
WNT3	ENSG00000108379	17	46762506	46833154
WNT9B	ENSG00000158955	17	46833201	46886730
LINC01974	ENSG00000262031	17	46909742	46911512
GOSR2-DT	ENSG00000261886	17	46916770	46923034
RNU6ATAC3P	ENSG00000210709	17	46921124	46921249
GOSR2	ENSG00000108433	17	46923075	46975524
MIR5089	ENSG00000264999	17	46973017	46973100
RPRML	ENSG00000179673	17	46978156	46979253
LRRC37A17P	ENSG00000263142	17	47017193	47054569
RN7SL270P	ENSG00000277198	17	47041825	47042105
CDC27	ENSG00000004897	17	47117703	47189422
MYL4	ENSG00000198336	17	47200446	47223679
ITGB3	ENSG00000259207	17	47253827	47313743
RNU7-186P	ENSG00000238419	17	47259358	47259420
EFCAB13-DT	ENSG00000263293	17	47303460	47323901
EFCAB13	ENSG00000178852	17	47323290	47441312
MRPL45P2	ENSG00000291120	17	47450568	47492493
NPEPPS	ENSG00000141279	17	47522942	47624665
Y_RNA	ENSG00000206734	17	47557413	47557514
KPNB1-DT	ENSG00000263766	17	47603860	47649449
KPNB1	ENSG00000108424	17	47649476	47685505
TBKBP1	ENSG00000198933	17	47694161	47712052
TBX21	ENSG00000073861	17	47733236	47746122
OSBPL7	ENSG00000006025	17	47807372	47821834
MRPL10	ENSG00000159111	17	47823272	47831541
LRRC46	ENSG00000141294	17	47831634	47837719
SCRN2	ENSG00000141295	17	47837692	47841289
SP6	ENSG00000189120	17	47844908	47855874
SP2-DT	ENSG00000264920	17	47891219	47895844
SP2	ENSG00000167182	17	47896150	47928957
SP2-AS1	ENSG00000234494	17	47897330	47941410
PNPO	ENSG00000108439	17	47941506	47949308
PRR15L	ENSG00000167183	17	47951967	47957883
CDK5RAP3	ENSG00000108465	17	47967810	47981781
COPZ2	ENSG00000005243	17	48026167	48038030
MIR152	ENSG00000207947	17	48037161	48037247
NFE2L1-DT	ENSG00000263412	17	48045141	48048107
NFE2L1	ENSG00000082641	17	48048329	48061545
CBX1	ENSG00000108468	17	48070052	48101478
RNU6-1201P	ENSG00000206954	17	48088678	48088784
SNX11	ENSG00000002919	17	48103357	48123601
SKAP1	ENSG00000141293	17	48133442	48430275
MIR1203	ENSG00000221739	17	48156427	48156511
SKAP1-AS1	ENSG00000263787	17	48185938	48204529
RNU6-1152P	ENSG00000207306	17	48196680	48196786
SKAP1-AS2	ENSG00000235300	17	48294335	48308762
U3	ENSG00000200538	17	48382371	48382586
Y_RNA	ENSG00000206805	17	48479097	48479198
HOXB1	ENSG00000120094	17	48528526	48531011
HOXB2	ENSG00000173917	17	48540894	48545109
HOXB-AS1	ENSG00000230148	17	48543551	48551250
HOXB3	ENSG00000120093	17	48548870	48604912
HOXB-AS3	ENSG00000233101	17	48549630	48606414
HOXB-AS2	ENSG00000239552	17	48557262	48560333
HOXB4	ENSG00000182742	17	48575507	48578350
MIR10A	ENSG00000284038	17	48579838	48579947
HOXB5	ENSG00000120075	17	48591257	48593779
HOXB6	ENSG00000108511	17	48595751	48604992
HOXB7	ENSG00000260027	17	48607232	48633572
HOXB8	ENSG00000120068	17	48611377	48615292
HOXB9	ENSG00000170689	17	48621156	48626358
HOXB-AS4	ENSG00000242207	17	48628675	48634932
MIR196A1	ENSG00000210741	17	48632490	48632559
LINC02086	ENSG00000244649	17	48646923	48707346
RPL9P28	ENSG00000242067	17	48691116	48691694
COX6B1P2	ENSG00000241788	17	48713730	48713959
PRAC1	ENSG00000159182	17	48721719	48722518
PRAC2	ENSG00000229637	17	48723185	48724758
MIR3185	ENSG00000263602	17	48724408	48724475
HOXB13	ENSG00000159184	17	48724763	48728750
TTLL6	ENSG00000170703	17	48762234	48817229
RN7SL125P	ENSG00000244514	17	48765554	48765847
CALCOCO2	ENSG00000136436	17	48831018	48866522
SUMO2P17	ENSG00000248278	17	48874860	48908983
ATP5MC1	ENSG00000159199	17	48892765	48895871
UBE2Z	ENSG00000159202	17	48908407	48929056
SNF8	ENSG00000159210	17	48929316	48944842
RNU1-42P	ENSG00000200903	17	48949361	48949520
GIP	ENSG00000159224	17	48958554	48968596
IGF2BP1	ENSG00000159217	17	48997385	49056145
Metazoa_SRP	ENSG00000255851	17	49017793	49018061
RNU6-826P	ENSG00000252636	17	49036352	49036455
B4GALNT2P1	ENSG00000248883	17	49085511	49086702
B4GALNT2	ENSG00000167080	17	49132460	49176840
GNGT2	ENSG00000167083	17	49202791	49210574
ABI3	ENSG00000108798	17	49210411	49223225
PHOSPHO1	ENSG00000173868	17	49223366	49230787
FLJ40194	ENSG00000177369	17	49230853	49318011
MIR6129	ENSG00000273500	17	49288346	49288454
ZNF652	ENSG00000198740	17	49289206	49362473
ZNF652-AS1	ENSG00000248714	17	49361150	49369998
PHB1	ENSG00000167085	17	49404049	49414905
Y_RNA	ENSG00000207127	17	49416744	49416850
EIF4EP2	ENSG00000229944	17	49424269	49424922
LINC02075	ENSG00000249497	17	49457861	49461749
NGFR	ENSG00000064300	17	49495293	49515008
NGFR-AS1	ENSG00000249906	17	49505657	49574064
MIR6165	ENSG00000277478	17	49510817	49510900
NXPH3	ENSG00000182575	17	49575871	49583827
SPOP	ENSG00000121067	17	49598884	49678163
SLC35B1	ENSG00000121073	17	49700934	49709014
FAM117A	ENSG00000121104	17	49710332	49789180
KAT7	ENSG00000136504	17	49788624	49835026
SRP14P3	ENSG00000235183	17	49795343	49795669
TAC4	ENSG00000176358	17	49838300	49848069
RNU6-1313P	ENSG00000199492	17	49966075	49966176
DLX4	ENSG00000108813	17	49968588	49974959
DLX3	ENSG00000064195	17	49990005	49995224
PICART1	ENSG00000246640	17	50050349	50055746
ITGA3	ENSG00000005884	17	50055968	50090481
PDK2	ENSG00000005882	17	50094737	50112152
SAMD14	ENSG00000167100	17	50110040	50130160
PPP1R9B	ENSG00000108819	17	50133737	50150677
SGCA	ENSG00000108823	17	50164214	50175928
H1-9P	ENSG00000188662	17	50171428	50181255
COL1A1	ENSG00000108821	17	50184101	50201632
SUMO2P7	ENSG00000249838	17	50235845	50236129
TMEM92	ENSG00000167105	17	50271406	50281485
TMEM92-AS1	ENSG00000251179	17	50281577	50287855
XYLT2	ENSG00000015532	17	50346126	50363138
MRPL27	ENSG00000108826	17	50367857	50373207
EME1	ENSG00000154920	17	50373220	50381483
LRRC59	ENSG00000108829	17	50375059	50397523
Y_RNA	ENSG00000206824	17	50386145	50386246
ACSF2	ENSG00000167107	17	50426158	50474845
MRPS21P9	ENSG00000262759	17	50450179	50450725
CHAD	ENSG00000136457	17	50464496	50468906
RSAD1	ENSG00000136444	17	50478860	50485974
MYCBPAP	ENSG00000136449	17	50508425	50531501
EPN3	ENSG00000049283	17	50532682	50543750
SPATA20	ENSG00000006282	17	50543058	50555852
CACNA1G-AS1	ENSG00000250107	17	50556207	50562108
CACNA1G	ENSG00000006283	17	50560715	50627474
ABCC3	ENSG00000108846	17	50634777	50692253
ANKRD40	ENSG00000154945	17	50693198	50707914
Y_RNA	ENSG00000201340	17	50696644	50696760
LUC7L3	ENSG00000108848	17	50719565	50756219
ANKRD40CL	ENSG00000167117	17	50761029	50767557
MIR8059	ENSG00000278672	17	50768650	50768730
WFIKKN2	ENSG00000173714	17	50834650	50842353
RPL5P33	ENSG00000243521	17	50847950	50849270
TOB1	ENSG00000141232	17	50862223	50867978
TOB1-AS1	ENSG00000229980	17	50866679	50910774
SPAG9	ENSG00000008294	17	50962174	51120868
NME1	ENSG00000239672	17	51153559	51162428
NME1-NME2	ENSG00000011052	17	51153590	51171744
NME2	ENSG00000243678	17	51165435	51171744
MBTD1	ENSG00000011258	17	51177425	51260163
UTP18	ENSG00000011260	17	51260546	51297936
LINC02071	ENSG00000249383	17	51312609	51335165
LINC02073	ENSG00000267452	17	51336646	51521401
RPL7P48	ENSG00000187504	17	51502488	51503233
CA10	ENSG00000154975	17	51630313	52160017
LINC01982	ENSG00000263317	17	52390515	52535701
LINC02089	ENSG00000226364	17	52862121	52899588
LINC02876	ENSG00000227011	17	52985513	52987652
MTCO1P40	ENSG00000262902	17	53105734	53106358
RPS2P48	ENSG00000233380	17	53756989	53757870
KIF2B	ENSG00000141200	17	53822927	53825193
ISCA1P3	ENSG00000261965	17	54477796	54478168
ARL2BPP8	ENSG00000263125	17	54754165	54754649
