ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2105	"ENSG00000129219.9"	"PLD2"	chr17	+	4722723	4722877	4722723	4722844	4725087	4725202	2105	0,2	5,1	3,2	1,2	131	99	0.46168806066	1.0	0.0,0.602	0.694,0.43	-0.261
21061	"ENSG00000132305.16"	"IMMT"	chr2	-	86374716	86374956	86374824	86374956	86373190	86373320	21061	6,0	330,189	0,0	47,48	197	99	1	1.0	0.009,0.0	0.0,0.0	0.004
21065	"ENSG00000067208.10"	"EVI5"	chr1	-	93163416	93163542	93163466	93163542	93160866	93161010	21065	26,14	2,0	1,0	0,0	148	99	1	1.0	0.897,1.0	1.0,NA	-0.051
21066	"ENSG00000067208.10"	"EVI5"	chr1	-	93169293	93169478	93169397	93169478	93168951	93169176	21066	0,2	0,1	0,1	0,0	197	99	1	1.0	NA,0.501	NA,1.0	-0.499
21067	"ENSG00000155959.6"	"VBP1"	chrX	+	154444642	154444852	154444642	154444845	154448459	154448584	21067	908,402	1,0	108,103	0,0	105	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
21068	"ENSG00000072682.14"	"P4HA2"	chr5	-	131562389	131562914	131562778	131562914	131554237	131554337	21068	2,0	49,39	2,1	26,15	197	99	0.16394384175	1.0	0.02,0.0	0.037,0.032	-0.025
21069	"ENSG00000072682.14"	"P4HA2"	chr5	-	131562624	131562914	131562778	131562914	131554237	131554337	21069	0,1	0,34	1,0	21,15	197	99	1	1.0	NA,0.015	0.023,0.0	0.003
2106	"ENSG00000185917.9"	"SETD4"	chr21	-	37416079	37416254	37416179	37416254	37414104	37414186	2106	7,2	0,1	1,1	0,0	197	99	1	1.0	1.0,0.501	1.0,1.0	-0.25
21070	"ENSG00000072682.14"	"P4HA2"	chr5	-	131562389	131562914	131562624	131562914	131554237	131554337	21070	0,0	0,1	2,1	1,0	197	99	1	1.0	NA,0.0	0.501,1.0	-0.75
21071	"ENSG00000072682.14"	"P4HA2"	chr5	-	131533898	131534133	131534013	131534133	131531104	131531173	21071	19,3	14,12	9,12	7,9	197	99	0.297390346063	1.0	0.405,0.112	0.393,0.401	-0.139
21074	"ENSG00000168566.11"	"SNRNP48"	chr6	+	7590431	7590646	7590431	7590614	7593966	7594080	21074	158,83	0,1	3,3	0,0	130	99	1	1.0	1.0,0.984	1.0,1.0	-0.008
21076	"ENSG00000168566.11"	"SNRNP48"	chr6	+	7595259	7595445	7595259	7595334	7601568	7601757	21076	7,1	103,51	0,0	2,1	197	99	1	1.0	0.033,0.01	0.0,0.0	0.022
21077	"ENSG00000178691.6"	"SUZ12"	chr17	+	30264085	30264539	30264085	30264192	30293165	30293215	21077	81,29	1,0	4,6	0,0	197	99	1	1.0	0.976,1.0	1.0,1.0	-0.012
21080	"ENSG00000178691.6"	"SUZ12"	chr17	+	30267272	30267505	30267272	30267351	30274635	30274704	21080	61,28	3,2	31,32	0,0	197	99	0.583960755307	1.0	0.911,0.876	1.0,1.0	-0.107
21081	"ENSG00000178691.6"	"SUZ12"	chr17	+	30264036	30264539	30264036	30264192	30274635	30274704	21081	70,25	0,3	3,3	0,0	197	99	1	1.0	1.0,0.807	1.0,1.0	-0.097
21082	"ENSG00000122034.8"	"GTF3A"	chr13	+	28006867	28006960	28006867	28006941	28008275	28008356	21082	3,0	45,125	0,0	100,152	117	99	0.126605740616	1.0	0.053,0.0	0.0,0.0	0.026
21083	"ENSG00000122034.8"	"GTF3A"	chr13	+	28000390	28000563	28000390	28000478	28001228	28001329	21083	6,10	8,4	1,2	1,0	183	99	0.318725788715	1.0	0.289,0.575	0.351,1.0	-0.244
21084	"ENSG00000122034.8"	"GTF3A"	chr13	+	27999547	28000478	27999547	27999657	28001228	28001329	21084	29,11	2,2	1,1	0,0	197	99	1	1.0	0.879,0.734	1.0,1.0	-0.194
21085	"ENSG00000122034.8"	"GTF3A"	chr13	+	27999547	28000478	27999547	27999564	28001228	28001329	21085	12,6	2,0	1,0	0,0	197	99	1	1.0	0.751,1.0	1.0,NA	-0.125
21087	"ENSG00000184702.13"	"SEPT5"	chr22	+	19707169	19707415	19707169	19707328	19707637	19707717	21087	411,226	2,0	27,19	0,0	185	99	0.153622384472	1.0	0.991,1.0	1.0,1.0	-0.004
21089	"ENSG00000186814.8"	"ZSCAN30"	chr18	-	32843439	32843621	32843476	32843621	32831031	32834345	21089	1,0	1,1	0,0	1,2	135	99	1	1.0	0.423,0.0	0.0,0.0	0.211
2108	"ENSG00000074319.8"	"TSG101"	chr11	-	18536224	18536397	18536388	18536397	18531088	18531212	2108	228,130	1,0	8,7	0,0	197	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
21093	"ENSG00000131584.14"	"ACAP3"	chr1	-	1235533	1235582	1235537	1235582	1235352	1235448	21093	0,1	55,30	0,0	11,14	102	99	1	1.0	0.0,0.031	0.0,0.0	0.015
21094	"ENSG00000131584.14"	"ACAP3"	chr1	-	1233682	1233801	1233749	1233801	1233392	1233493	21094	0,1	16,13	1,0	14,10	165	99	0.839814883748	1.0	0.0,0.044	0.041,0.0	0.001
21095	"ENSG00000131584.14"	"ACAP3"	chr1	-	1235352	1235567	1235537	1235567	1235210	1235285	21095	34,23	0,0	11,11	1,1	197	99	0.119569618512	1.0	1.0,1.0	0.847,0.847	0.153
21096	"ENSG00000131584.14"	"ACAP3"	chr1	-	1231115	1231318	1231161	1231318	1230826	1230934	21096	10,32	1,0	20,14	0,0	144	99	1	1.0	0.873,1.0	1.0,1.0	-0.064
21098	"ENSG00000131584.14"	"ACAP3"	chr1	-	1233392	1233493	1233409	1233493	1233201	1233313	21098	29,41	5,5	44,26	4,2	115	99	0.422508443576	1.0	0.833,0.876	0.904,0.918	-0.056
21099	"ENSG00000131584.14"	"ACAP3"	chr1	-	1235888	1236072	1236029	1236072	1235533	1235582	21099	3,48	0,1	19,17	0,0	197	99	1	1.0	1.0,0.96	1.0,1.0	-0.02
21101	"ENSG00000131584.14"	"ACAP3"	chr1	-	1235888	1236072	1236002	1236072	1235533	1235582	21101	57,37	1,0	17,21	0,0	197	99	1	1.0	0.966,1.0	1.0,1.0	-0.017
21102	"ENSG00000131584.14"	"ACAP3"	chr1	-	1238511	1238661	1238541	1238661	1238301	1238355	21102	0,2	23,20	0,0	18,13	128	99	0.612267950433	1.0	0.0,0.072	0.0,0.0	0.036
21103	"ENSG00000083093.5"	"PALB2"	chr16	-	23637556	23637718	23637691	23637718	23635329	23635415	21103	40,14	0,1	2,1	0,0	197	99	1	1.0	1.0,0.876	1.0,1.0	-0.062
21104	"ENSG00000128607.9"	"KLHDC10"	chr7	+	129756417	129756506	129756417	129756429	129760588	129760609	21104	91,66	0,1	94,101	0,0	175	99	0.480121180476	1.0	1.0,0.974	1.0,1.0	-0.013
21105	"ENSG00000128607.9"	"KLHDC10"	chr7	+	129710389	129710649	129710389	129710553	129756284	129756506	21105	12,18	1,0	11,11	0,0	194	99	1	1.0	0.86,1.0	1.0,1.0	-0.07
21108	"ENSG00000205155.3"	"PSENEN"	chr19	+	36236500	36236630	36236500	36236601	36236735	36236892	21108	0,4	222,91	0,0	57,54	127	99	0.589139248757	1.0	0.0,0.033	0.0,0.0	0.017
2110	"ENSG00000154839.5"	"SKA1"	chr18	+	47901409	47901609	47901409	47901570	47902189	47902288	2110	36,39	1,0	27,23	0,0	137	99	1	1.0	0.963,1.0	1.0,1.0	-0.018
21110	"ENSG00000100296.9"	"THOC5"	chr22	-	29932530	29932727	29932612	29932727	29927819	29927952	21110	1,0	102,70	0,0	27,27	180	99	1	1.0	0.005,0.0	0.0,0.0	0.003
21113	"ENSG00000100296.9"	"THOC5"	chr22	-	29924262	29924455	29924414	29924455	29924066	29924166	21113	3,2	63,79	2,2	89,79	197	99	0.593821561046	1.0	0.023,0.013	0.011,0.013	0.006
21115	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510714	56510523	56510583	56510858	56510995	21115	2474,952	10,3	17,16	0,0	197	99	1	1.0	0.992,0.994	1.0,1.0	-0.007
21117	"ENSG00000229117.4"	"RPL41"	chr12	+	56510977	56511156	56510977	56510995	56511265	56511610	21117	44,22	34367,14846	0,0	1021,993	197	99	1	1.0	0.001,0.001	0.0,0.0	0.001
21119	"ENSG00000229117.4"	"RPL41"	chr12	+	56510823	56511062	56510823	56510995	56511265	56511610	21119	58,42	34367,14846	0,1	1474,1573	165	99	1	1.0	0.001,0.002	0.0,0.0	0.002
2111	"ENSG00000154839.5"	"SKA1"	chr18	+	47901415	47901570	47901415	47901564	47902189	47902288	2111	3,1	37,58	1,0	31,26	104	99	0.65297928571	1.0	0.072,0.016	0.03,0.0	0.029
21120	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510714	56510523	56510647	56511265	56511610	21120	2011,771	72,10	98,102	0,1	165	99	0.36243893291	1.0	0.944,0.979	1.0,0.984	-0.03
21121	"ENSG00000229117.4"	"RPL41"	chr12	+	56510977	56511153	56510977	56510995	56511265	56511610	21121	46,22	34367,14846	0,0	1021,993	197	99	1	1.0	0.001,0.001	0.0,0.0	0.001
21123	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510714	56510523	56510583	56510901	56510995	21123	2451,940	3,0	17,16	0,0	197	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
21124	"ENSG00000229117.4"	"RPL41"	chr12	+	56510551	56510651	56510551	56510647	56510972	56511153	21124	296,103	733,312	10,8	25,23	102	99	0.903217356503	1.0	0.282,0.243	0.28,0.252	-0.004
21127	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510613	56510523	56510583	56510972	56511153	21127	26,52	11588,12409	18,13	12569,11310	128	99	1	1.0	0.002,0.003	0.001,0.001	0.002
2112	"ENSG00000130414.7"	"NDUFA10"	chr2	-	240960503	240960829	240960613	240960829	240957969	240958056	2112	0,3	106,185	1,0	188,169	197	99	1	1.0	0.0,0.008	0.003,0.0	0.003
21130	"ENSG00000229117.4"	"RPL41"	chr12	+	56510537	56510714	56510537	56510651	56510972	56511153	21130	2198,877	0,1	43,34	0,0	161	99	0.513409796438	1.0	1.0,0.998	1.0,1.0	-0.001
21131	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510714	56510523	56510647	56510972	56511153	21131	474,772	221,363	326,222	147,109	165	99	0.993433556235	1.0	0.563,0.561	0.571,0.55	0.002
21132	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510714	56510523	56510613	56510972	56511153	21132	836,1253	20,38	584,418	14,12	197	99	0.923922858504	1.0	0.955,0.943	0.954,0.946	-0.001
21133	"ENSG00000229117.4"	"RPL41"	chr12	+	56510415	56510651	56510415	56510443	56510972	56511153	21133	594,231	9,0	9,8	0,0	197	99	1	1.0	0.971,1.0	1.0,1.0	-0.014
21134	"ENSG00000229117.4"	"RPL41"	chr12	+	56510416	56510647	56510416	56510443	56510972	56511153	21134	1324,542	9,0	21,20	0,0	197	99	1	1.0	0.987,1.0	1.0,1.0	-0.006
21135	"ENSG00000229117.4"	"RPL41"	chr12	+	56510537	56510647	56510537	56510613	56510972	56511153	21135	393,695	20,38	286,214	14,12	132	99	0.959909570372	1.0	0.936,0.932	0.939,0.93	-0.0
21136	"ENSG00000229117.4"	"RPL41"	chr12	+	56510537	56510647	56510537	56510583	56511265	56511471	21136	284,523	35,153	188,145	27,15	162	99	0.0902695500054	1.0	0.832,0.676	0.81,0.855	-0.079
21137	"ENSG00000229117.4"	"RPL41"	chr12	+	56510415	56510647	56510415	56510443	56511265	56511494	21137	666,240	23,11	47,53	0,0	197	99	0.520173700006	1.0	0.936,0.916	1.0,1.0	-0.074
21138	"ENSG00000229117.4"	"RPL41"	chr12	+	56510523	56510714	56510523	56510583	56511219	56511429	21138	2449,940	3,0	17,16	0,0	197	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
21139	"ENSG00000143627.13"	"PKLR"	chr1	-	155264005	155264176	155264025	155264176	155263228	155263381	21139	1,3	82,62	1,1	99,83	118	99	0.34121302496	1.0	0.01,0.039	0.008,0.01	0.015
2113	"ENSG00000130414.7"	"NDUFA10"	chr2	-	240951033	240954277	240954155	240954277	240946732	240946787	2113	107,74	1,0	50,55	0,0	197	99	0.683378500603	1.0	0.982,1.0	1.0,1.0	-0.009
21140	"ENSG00000143627.13"	"PKLR"	chr1	-	155264906	155265093	155265001	155265093	155264272	155264543	21140	100,54	0,0	143,117	1,1	193	99	0.789363012637	1.0	1.0,1.0	0.987,0.984	0.014
21141	"ENSG00000224805.2"	"LINC00853"	chr1	+	47644921	47645139	47644921	47645110	47645539	47646011	21141	5,1	6,1	1,1	1,1	127	99	0.878073400565	1.0	0.394,0.438	0.438,0.438	-0.022
21143	"ENSG00000120948.11"	"TARDBP"	chr1	+	11080485	11080656	11080485	11080580	11082180	11082298	21143	1644,901	2,1	56,43	0,0	174	99	0.954543617112	1.0	0.998,0.998	1.0,1.0	-0.002
21144	"ENSG00000120948.11"	"TARDBP"	chr1	+	11073772	11074022	11073772	11073999	11078789	11078930	21144	558,361	1,0	32,24	0,0	121	99	0.471677221422	1.0	0.998,1.0	1.0,1.0	-0.001
21145	"ENSG00000120948.11"	"TARDBP"	chr1	+	11072728	11072961	11072728	11072800	11073772	11074022	21145	5,3	501,249	0,0	20,15	197	99	1	1.0	0.005,0.006	0.0,0.0	0.005
21147	"ENSG00000159210.5"	"SNF8"	chr17	-	47014381	47014508	47014470	47014508	47013556	47013604	21147	306,133	14,3	22,17	0,0	187	99	1	1.0	0.92,0.959	1.0,1.0	-0.06
21148	"ENSG00000159210.5"	"SNF8"	chr17	-	47013492	47013648	47013531	47013648	47010566	47010708	21148	0,3	50,107	1,1	140,111	137	99	0.311998499323	1.0	0.0,0.02	0.005,0.006	0.005
2114	"ENSG00000130414.7"	"NDUFA10"	chr2	-	240954111	240954277	240954155	240954277	240951033	240951113	2114	0,1	70,60	0,0	66,59	142	99	0.804369217053	1.0	0.0,0.011	0.0,0.0	0.005
21152	"ENSG00000159210.5"	"SNF8"	chr17	-	47010517	47010753	47010566	47010753	47009014	47009079	21152	1,0	214,108	0,0	17,23	147	99	0.920705606235	1.0	0.003,0.0	0.0,0.0	0.002
21157	"ENSG00000159210.5"	"SNF8"	chr17	-	47009004	47009079	47009014	47009079	47006677	47007974	21157	40,79	1,0	33,41	0,0	108	99	0.622924170013	1.0	0.973,1.0	1.0,1.0	-0.014
21158	"ENSG00000159210.5"	"SNF8"	chr17	-	47008835	47009079	47009004	47009079	47006677	47007974	21158	2,2	279,179	0,0	34,39	197	99	1	1.0	0.004,0.006	0.0,0.0	0.005
21159	"ENSG00000159210.5"	"SNF8"	chr17	-	47013531	47013604	47013535	47013604	47010517	47010708	21159	264,154	1,0	17,12	0,0	102	99	0.169971030871	1.0	0.996,1.0	1.0,1.0	-0.002
21163	"ENSG00000159210.5"	"SNF8"	chr17	-	47013531	47013685	47013649	47013685	47010517	47010708	21163	264,154	0,1	17,12	0,0	197	99	1	1.0	1.0,0.987	1.0,1.0	-0.006
21169	"ENSG00000143228.8"	"NUF2"	chr1	+	163307809	163307938	163307809	163307883	163309170	163309267	21169	6,2	89,75	1,1	58,49	153	99	0.497136950495	1.0	0.042,0.017	0.011,0.013	0.018
21170	"ENSG00000143228.8"	"NUF2"	chr1	+	163295829	163295971	163295829	163295964	163297277	163297352	21170	4,2	179,117	0,0	50,52	105	99	0.863370378187	1.0	0.021,0.016	0.0,0.0	0.019
21171	"ENSG00000143228.8"	"NUF2"	chr1	+	163291724	163292002	163291724	163291856	163295829	163295964	21171	111,40	0,3	4,3	0,0	197	99	1	1.0	1.0,0.87	1.0,1.0	-0.065
21172	"ENSG00000143228.8"	"NUF2"	chr1	+	163291835	163291914	163291835	163291856	163295821	163295964	21172	0,0	90,45	1,1	25,30	156	99	0.0784758842678	1.0	0.0,0.0	0.025,0.021	-0.023
21174	"ENSG00000143228.8"	"NUF2"	chr1	+	163317552	163317728	163317552	163317720	163318734	163318870	21174	227,133	2,1	162,130	1,0	106	99	0.74122981241	1.0	0.991,0.992	0.993,1.0	-0.005
21177	"ENSG00000166012.10"	"TAF1D"	chr11	-	93464315	93464382	93464324	93464382	93463847	93463878	21177	434,601	0,1	243,238	0,0	107	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
21178	"ENSG00000166012.10"	"TAF1D"	chr11	-	93474487	93474642	93474635	93474642	93472402	93472497	21178	230,160	4,0	47,53	0,0	197	99	0.399848802615	1.0	0.967,1.0	1.0,1.0	-0.016
21180	"ENSG00000166012.10"	"TAF1D"	chr11	-	93469306	93469470	93469455	93469470	93467790	93467826	21180	25,58	0,4	24,16	1,0	197	99	0.56370440558	1.0	1.0,0.879	0.923,1.0	-0.022
21182	"ENSG00000166012.10"	"TAF1D"	chr11	-	93464315	93464382	93464324	93464382	93463519	93463613	21182	369,195	7,3	7,8	0,0	107	99	1	1.0	0.98,0.984	1.0,1.0	-0.018
21183	"ENSG00000166012.10"	"TAF1D"	chr11	-	93469859	93470405	93470229	93470405	93469306	93469470	21183	316,390	20,52	198,146	15,8	197	99	0.20403247563	1.0	0.888,0.79	0.869,0.902	-0.046
21184	"ENSG00000204599.10"	"TRIM39"	chr6	+	30295035	30295473	30295035	30295232	30296665	30296818	21184	12,19	0,2	4,4	1,0	197	99	0.403207415403	1.0	1.0,0.827	0.668,1.0	0.079
21185	"ENSG00000204599.10"	"TRIM39"	chr6	+	30295299	30295473	30295299	30295343	30296685	30296818	21185	3,11	1,0	4,4	0,0	197	99	1	1.0	0.601,1.0	1.0,1.0	-0.2
21187	"ENSG00000171121.12"	"KCNMB3"	chr3	-	178968823	178969403	178969183	178969403	178968530	178968722	21187	2,1	1,4	4,2	4,3	197	99	0.941149565867	1.0	0.501,0.112	0.334,0.251	0.014
21188	"ENSG00000173757.5"	"STAT5B"	chr17	-	40359567	40359801	40359575	40359801	40354774	40354826	21188	0,4	238,173	3,2	274,216	106	99	0.664822127079	1.0	0.0,0.021	0.01,0.009	0.001
21189	"ENSG00000173757.5"	"STAT5B"	chr17	-	40354254	40354493	40354357	40354493	40351185	40353882	21189	0,2	146,87	0,0	24,24	197	99	0.820364430995	1.0	0.0,0.011	0.0,0.0	0.005
2118	"ENSG00000010327.6"	"STAB1"	chr3	+	52556052	52556254	52556052	52556246	52556345	52556490	2118	0,1	3,2	0,0	0,1	106	99	1	1.0	0.0,0.318	NA,0.0	0.159
21190	"ENSG00000173757.5"	"STAT5B"	chr17	-	40370672	40370896	40370740	40370896	40370214	40370348	21190	1,0	99,48	0,0	63,100	166	99	1	1.0	0.006,0.0	0.0,0.0	0.003
21191	"ENSG00000173757.5"	"STAT5B"	chr17	-	40379546	40379675	40379606	40379675	40376796	40376886	21191	160,55	0,0	179,138	1,1	158	99	0.613223606716	1.0	1.0,1.0	0.991,0.989	0.01
21194	"ENSG00000173757.5"	"STAT5B"	chr17	-	40362188	40362515	40362362	40362515	40359599	40359746	21194	0,0	4,1	138,189	0,0	197	99	1	1.0	0.0,0.0	1.0,1.0	-1.0
21195	"ENSG00000197451.6"	"HNRNPAB"	chr5	+	177636223	177636448	177636223	177636433	177637132	177637273	21195	127,179	0,3	153,139	1,1	113	99	0.861075365065	1.0	1.0,0.981	0.993,0.992	-0.002
21196	"ENSG00000147669.6"	"POLR2K"	chr8	+	101163440	101163666	101163440	101163644	101164051	101164144	21196	6,2	1200,478	0,0	136,138	120	99	1	1.0	0.004,0.003	0.0,0.0	0.004
21197	"ENSG00000147669.6"	"POLR2K"	chr8	+	101162850	101162937	101162850	101162933	101164051	101164437	21197	1286,513	0,1	29,39	0,0	102	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
21198	"ENSG00000173801.12"	"JUP"	chr17	-	39942817	39942962	39942839	39942962	39927668	39928111	21198	0,2	18,10	0,0	10,7	120	99	1	1.0	0.0,0.142	0.0,0.0	0.071
21199	"ENSG00000173801.12"	"JUP"	chr17	-	39942817	39942962	39942857	39942962	39928070	39928114	21199	23,4	1,1	10,7	1,1	138	99	0.890894715793	1.0	0.943,0.742	0.878,0.834	-0.013
2119	"ENSG00000137575.7"	"SDCBP"	chr8	+	59488458	59488620	59488458	59488570	59490591	59490767	2119	558,317	3,2	20,18	0,0	148	99	0.182285131224	1.0	0.992,0.991	1.0,1.0	-0.008
21200	"ENSG00000173801.12"	"JUP"	chr17	-	39942839	39942950	39942857	39942950	39928070	39928114	21200	186,60	1,1	126,91	1,1	116	99	0.869237589957	1.0	0.994,0.981	0.991,0.987	-0.001
21201	"ENSG00000173801.12"	"JUP"	chr17	-	39942817	39942950	39942839	39942950	39928070	39928114	21201	24,5	198,74	11,7	134,91	120	99	0.445100999986	1.0	0.091,0.053	0.063,0.06	0.01
21202	"ENSG00000173801.12"	"JUP"	chr17	-	39942154	39942322	39942268	39942322	39928070	39928114	21202	18,4	12,0	10,7	4,2	197	99	0.783478007653	1.0	0.43,1.0	0.557,0.638	0.117
21204	"ENSG00000173801.12"	"JUP"	chr17	-	39942754	39943017	39942857	39943017	39928070	39928114	21204	0,3	0,1	3,1	1,1	197	99	1	1.0	NA,0.601	0.601,0.334	0.133
21205	"ENSG00000173801.12"	"JUP"	chr17	-	39942754	39943017	39942817	39943017	39928070	39928114	21205	0,3	24,5	3,1	11,7	161	99	0.604586214699	1.0	0.0,0.27	0.144,0.081	0.023
21209	"ENSG00000232956.4"	"SNHG15"	chr7	-	45023881	45024025	45023955	45024025	45023420	45023645	21209	46,15	445,270	0,0	36,40	172	99	0.0600911920536	1.0	0.056,0.031	0.0,0.0	0.043
2120	"ENSG00000137575.7"	"SDCBP"	chr8	+	59477577	59477643	59477577	59477625	59483445	59483524	2120	87,195	1,0	122,101	0,0	116	99	0.843335121348	1.0	0.987,1.0	1.0,1.0	-0.006
21212	"ENSG00000232956.4"	"SNHG15"	chr7	-	45023778	45024025	45023955	45024025	45023420	45023645	21212	0,1	445,270	0,0	9,8	197	99	0.238421347451	1.0	0.0,0.002	0.0,0.0	0.001
21216	"ENSG00000232956.4"	"SNHG15"	chr7	-	45025480	45025720	45025619	45025720	45023888	45024025	21216	6,29	67,219	4,4	81,64	197	99	0.0982757949454	1.0	0.043,0.062	0.024,0.03	0.025
21222	"ENSG00000183431.7"	"SF3A3"	chr1	-	38449840	38450013	38449990	38450013	38447400	38447483	21222	761,457	0,1	99,114	0,0	197	99	1	1.0	1.0,0.996	1.0,1.0	-0.002
21223	"ENSG00000183431.7"	"SF3A3"	chr1	-	38446211	38446396	38446257	38446396	38445136	38445205	21223	5,4	467,298	0,0	93,91	144	99	1	1.0	0.007,0.009	0.0,0.0	0.008
21224	"ENSG00000183431.7"	"SF3A3"	chr1	-	38455122	38455267	38455219	38455267	38450378	38450451	21224	1,0	34,17	0,0	1,1	195	99	1	1.0	0.015,0.0	0.0,0.0	0.007
21227	"ENSG00000085872.10"	"CHERP"	chr19	-	16643330	16643560	16643408	16643560	16641579	16641691	21227	3,0	66,25	0,0	4,7	176	99	1	1.0	0.025,0.0	0.0,0.0	0.013
21228	"ENSG00000085872.10"	"CHERP"	chr19	-	16630431	16630562	16630441	16630562	16629694	16630163	21228	49,180	0,0	92,73	1,0	108	99	0.719687441935	1.0	1.0,1.0	0.988,1.0	0.006
21229	"ENSG00000085872.10"	"CHERP"	chr19	-	16631455	16631684	16631636	16631684	16631222	16631318	21229	2,0	161,75	0,0	4,3	197	99	1	1.0	0.006,0.0	0.0,0.0	0.003
2122	"ENSG00000137575.7"	"SDCBP"	chr8	+	59490606	59490838	59490606	59490767	59492181	59492353	2122	6,1	402,271	0,0	16,14	169	99	0.615806821855	1.0	0.009,0.002	0.0,0.0	0.005
21230	"ENSG00000085872.10"	"CHERP"	chr19	-	16632318	16632465	16632331	16632465	16631636	16631723	21230	1,0	224,88	0,0	8,5	111	99	1	1.0	0.004,0.0	0.0,0.0	0.002
21231	"ENSG00000134352.15"	"IL6ST"	chr5	-	55265377	55265683	55265587	55265683	55264103	55264224	21231	23,28	2,0	1,1	0,0	197	99	1	1.0	0.852,1.0	1.0,1.0	-0.074
21233	"ENSG00000134352.15"	"IL6ST"	chr5	-	55264103	55264224	55264164	55264224	55259973	55260140	21233	41,35	1,0	1,1	0,0	159	99	1	1.0	0.962,1.0	1.0,1.0	-0.019
21234	"ENSG00000134352.15"	"IL6ST"	chr5	-	55256229	55256389	55256286	55256389	55253036	55253119	21234	37,22	1,3	2,1	0,0	155	99	1	1.0	0.959,0.824	1.0,1.0	-0.109
21235	"ENSG00000119650.8"	"IFT43"	chr14	+	76452112	76452298	76452112	76452183	76455227	76455320	21235	4,0	13,13	0,0	5,4	197	99	1	1.0	0.134,0.0	0.0,0.0	0.067
21237	"ENSG00000100219.12"	"XBP1"	chr22	-	29192034	29192210	29192057	29192210	29190546	29191720	21237	180,118	1,0	8,7	0,0	121	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
21239	"ENSG00000100219.12"	"XBP1"	chr22	-	29195029	29195182	29195044	29195182	29193064	29193193	21239	1,3	220,194	4,3	255,217	113	99	0.594385623398	1.0	0.004,0.013	0.014,0.012	-0.005
21240	"ENSG00000100219.12"	"XBP1"	chr22	-	29196285	29196546	29196529	29196546	29195029	29195141	21240	120,42	1,0	36,40	0,0	197	99	1	1.0	0.984,1.0	1.0,1.0	-0.008
21241	"ENSG00000168078.5"	"PBK"	chr8	-	27690558	27690650	27690572	27690650	27685621	27685715	21241	2,3	295,76	1,1	178,143	112	99	0.538899943194	1.0	0.006,0.034	0.005,0.006	0.015
21243	"ENSG00000162337.7"	"LRP5"	chr11	+	68157348	68157583	68157348	68157520	68170950	68171167	21243	1,0	70,49	1,1	67,50	161	99	0.66613197953	1.0	0.009,0.0	0.009,0.012	-0.006
21244	"ENSG00000162337.7"	"LRP5"	chr11	+	68213040	68213170	68213040	68213154	68213903	68214001	21244	5,0	1,0	0,0	1,1	114	99	1	1.0	0.813,NA	0.0,0.0	0.813
21247	"ENSG00000147687.12"	"TATDN1"	chr8	-	125527986	125528191	125528127	125528191	125520847	125520929	21247	157,112	2,1	84,96	0,0	197	99	0.597370353873	1.0	0.975,0.983	1.0,1.0	-0.021
21248	"ENSG00000147687.12"	"TATDN1"	chr8	-	125530982	125531122	125531058	125531122	125528127	125528271	21248	15,22	50,46	16,12	59,48	174	99	0.216785723374	1.0	0.146,0.214	0.134,0.125	0.05
2124	"ENSG00000140983.9"	"RHOT2"	chr16	+	718352	718699	718352	718411	720122	720175	2124	0,13	1,0	3,3	0,0	197	99	1	1.0	0.0,1.0	1.0,1.0	-0.5
21251	"ENSG00000147687.12"	"TATDN1"	chr8	-	125516511	125516588	125516515	125516588	125516080	125516192	21251	0,4	2,9	1,0	4,3	102	99	0.795752234104	1.0	0.0,0.301	0.195,0.0	0.053
21254	"ENSG00000147813.11"	"NAPRT1"	chr8	-	144659985	144660113	144660030	144660113	144659826	144659909	21254	7,3	1,0	4,4	0,0	143	99	1	1.0	0.829,1.0	1.0,1.0	-0.086
21256	"ENSG00000014123.9"	"UFL1"	chr6	+	96974196	96974428	96974196	96974311	96976377	96976508	21256	3,0	95,40	0,0	4,4	197	99	1	1.0	0.016,0.0	0.0,0.0	0.008
21257	"ENSG00000213639.5"	"PPP1CB"	chr2	+	29011523	29011675	29011523	29011640	29016728	29016863	21257	622,320	2,0	17,16	0,0	133	99	0.13435213241	1.0	0.996,1.0	1.0,1.0	-0.002
